#,Name,URL,Description,Categories,Tags,Department,Owner,Created date,Resource name,Resource description,Resource format,Resource size (bytes),Resource with API,Resource URL,Resource file,Resource created,Resource last modified,Resource next review,General classification of dataset type,Topic or theme,classification_and_access_restrictions,Point of contact,Contact Publisher,Publication status
415,Coastal Data System - Waves (Gladstone),https://www.data.qld.gov.au/dataset/coastal-data-system-waves-gladstone,"Measured/Calculated wave parameters.  Measured and derived wave data from data collected by oceanographic wave measuring buoys anchored at Gladstone.  This site is jointly operated by the Department of Environment and Science and the [Gladstone Ports Corporation](http://www.gpcl.com.au/).  
For more information please refer to [www.qld.gov.au/waves](https://www.qld.gov.au/waves).  
  
Field names are;  
**Hs** - Significant wave height, an average of the highest third of the waves in a record (26.6 minute recording period).  
**Hmax** - The maximum wave height in the record.  
**Tz** - The zero upcrossing wave period.  
**Tp** - The peak energy wave period.  
**Dir_Tp TRUE** - Direction (related to true north) from which the peak period waves are coming from.  
**SST** - Approximation of sea surface temperature.",Sciences;,Gladstone; Hmax; Hs; The Science Sandpit; Tp; Tz; community; education; emergency; science; waves;,Environment and Science,opendata@des.qld.gov.au,4/01/2015,Wave Data - 2020,2020 wave data from the Gladstone site (January 1 - March 31),CSV,247.5 KiB,,https://www.data.qld.gov.au/dataset/coastal-data-system-waves-gladstone/resource/7ed0e97c-feb3-41e1-a49e-105d68dec366,https://www.data.qld.gov.au/dataset/2aff8ba0-b261-4a91-a630-ec3dfd42c6d5/resource/7ed0e97c-feb3-41e1-a49e-105d68dec366/download/gladstone-gpa_2020-01-01t00_00-2020-03-31t23_30.csv,2/06/2020,4/02/2020,undefined,Dataset,COASTAL,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
388,Coastal Data System - Waves (Gold Coast),https://www.data.qld.gov.au/dataset/coastal-data-system-waves-gold-coast,"Measured/Calculated wave parameters.  Measured and derived wave data from data collected by oceanographic wave measuring buoys anchored at Gold Coast.  
For more information please refer to [www.qld.gov.au/waves](https://www.qld.gov.au/waves).  
  
Field names are;  
**Hs** - Significant wave height, an average of the highest third of the waves in a record (26.6 minute recording period).  
**Hmax** - The maximum wave height in the record.  
**Tz** - The zero upcrossing wave period.  
**Tp** - The peak energy wave period.  
**Dir_Tp TRUE** - Direction (related to true north) from which the peak period waves are coming from.  
**SST** - Approximation of sea surface temperature.",Sciences;,Gold Coast; Main Beach; The Science Sandpit; community; education; emergency; science; waves;,Environment and Science,opendata@des.qld.gov.au,24/08/2015,Wave Data - 2020,2020 wave data from the Gold Coast site (January 1 -  March 31),CSV,247.5 KiB,,https://www.data.qld.gov.au/dataset/coastal-data-system-waves-gold-coast/resource/73b4e42a-f3e7-4632-8b8e-d52205899048,https://www.data.qld.gov.au/dataset/d656d418-31b1-41fe-aae2-3d8a12588711/resource/73b4e42a-f3e7-4632-8b8e-d52205899048/download/gold-coast_2020-01-01t00_00-2020-03-31t23_30.csv,2/06/2020,4/02/2020,undefined,Dataset,COASTAL,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
341,Coastal Data System - Waves (Hay Point),https://www.data.qld.gov.au/dataset/coastal-data-system-waves-hay-point,"Measured/Calculated wave parameters.  Measured and derived wave data from data collected by oceanographic wave measuring buoys anchored at Hay Point.  This site is jointly operated by the Department of Environment and Science and the [North Queensland Bulk Ports (NQBP)](http://www.nqbp.com.au/).  
For more information please refer to [www.qld.gov.au/waves](https://www.qld.gov.au/waves).  
  
Field names are;  
**Hs** - Significant wave height, an average of the highest third of the waves in a record (26.6 minute recording period).  
**Hmax** - The maximum wave height in the record.  
**Tz** - The zero upcrossing wave period.  
**Tp** - The peak energy wave period.  
**Dir_Tp TRUE** - Direction (related to true north) from which the peak period waves are coming from.  
**SST** - Approximation of sea surface temperature.",Sciences;,The Science Sandpit; community; education; emergency; science; waves;,Environment and Science,opendata@des.qld.gov.au,18/02/2016,Wave Data - 2020,2020 wave data from the Hay Point site (January 1 -  March 31),CSV,248.5 KiB,,https://www.data.qld.gov.au/dataset/coastal-data-system-waves-hay-point/resource/70042e8c-a123-424c-b88e-7f763b5b3ddc,https://www.data.qld.gov.au/dataset/ab0f6a21-e625-46de-beeb-da890c9aa66c/resource/70042e8c-a123-424c-b88e-7f763b5b3ddc/download/hay-point_2020-01-01t00_00-2020-03-31t23_30.csv,2/06/2020,4/02/2020,undefined,Dataset,COASTAL,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
17,Coastal Data System - Waves (Mackay Inner),https://www.data.qld.gov.au/dataset/coastal-data-system-waves-mackay-inner,"Measured/Calculated wave parameters.  Measured and derived wave data from data collected by oceanographic wave measuring buoys anchored at locations on the Queensland coastline.  
For more information please refer to [www.qld.gov.au/waves](https://www.qld.gov.au/waves).  
  
Field names are;  
**Hs** - Significant wave height, an average of the highest third of the waves in a record (26.6 minute recording period).  
**Hmax** - The maximum wave height in the record.  
**Tz** - The zero upcrossing wave period.  
**Tp** - The peak energy wave period.  
**Dir_Tp TRUE** - Direction (related to true north) from which the peak period waves are coming from.  
**SST** - Approximation of sea surface temperature.",,Mackay; Mackay Inner; The Science Sandpit; community; education; emergency; science; waves;,Environment and Science,opendata@des.qld.gov.au,17/02/2020,Wave Data - 2020,2020 Wave Data from the Mackay Inner site (January 1 - March 31),CSV,249.5 KiB,,https://www.data.qld.gov.au/dataset/coastal-data-system-waves-mackay-inner/resource/4b66535d-e5ae-43ca-9bd3-e71f2317b22c,https://www.data.qld.gov.au/dataset/23e7ad10-d47a-4f4a-9d2e-78b7f51c2906/resource/4b66535d-e5ae-43ca-9bd3-e71f2317b22c/download/mackay-inner_2020-01-01t00_00-2020-03-31t23_30.csv,17/02/2020,4/02/2020,undefined,Dataset,COASTAL,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
17,Coastal Data System - Waves (Mackay Inner),https://www.data.qld.gov.au/dataset/coastal-data-system-waves-mackay-inner,"Measured/Calculated wave parameters.  Measured and derived wave data from data collected by oceanographic wave measuring buoys anchored at locations on the Queensland coastline.  
For more information please refer to [www.qld.gov.au/waves](https://www.qld.gov.au/waves).  
  
Field names are;  
**Hs** - Significant wave height, an average of the highest third of the waves in a record (26.6 minute recording period).  
**Hmax** - The maximum wave height in the record.  
**Tz** - The zero upcrossing wave period.  
**Tp** - The peak energy wave period.  
**Dir_Tp TRUE** - Direction (related to true north) from which the peak period waves are coming from.  
**SST** - Approximation of sea surface temperature.",,Mackay; Mackay Inner; The Science Sandpit; community; education; emergency; science; waves;,Environment and Science,opendata@des.qld.gov.au,17/02/2020,Wave Data - 2019,2019 Wave Data from the Mackay Inner site (January 1 - December 31),CSV,982 KiB,,https://www.data.qld.gov.au/dataset/coastal-data-system-waves-mackay-inner/resource/7f676d1e-89d2-4d73-bf42-826c03f609c0,https://www.data.qld.gov.au/dataset/23e7ad10-d47a-4f4a-9d2e-78b7f51c2906/resource/7f676d1e-89d2-4d73-bf42-826c03f609c0/download/mackay-inner_2019-01-01t00_00-2019-12-31t23_30.csv,17/02/2020,17/02/2020,undefined,Dataset,COASTAL,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
17,Coastal Data System - Waves (Mackay Inner),https://www.data.qld.gov.au/dataset/coastal-data-system-waves-mackay-inner,"Measured/Calculated wave parameters.  Measured and derived wave data from data collected by oceanographic wave measuring buoys anchored at locations on the Queensland coastline.  
For more information please refer to [www.qld.gov.au/waves](https://www.qld.gov.au/waves).  
  
Field names are;  
**Hs** - Significant wave height, an average of the highest third of the waves in a record (26.6 minute recording period).  
**Hmax** - The maximum wave height in the record.  
**Tz** - The zero upcrossing wave period.  
**Tp** - The peak energy wave period.  
**Dir_Tp TRUE** - Direction (related to true north) from which the peak period waves are coming from.  
**SST** - Approximation of sea surface temperature.",,Mackay; Mackay Inner; The Science Sandpit; community; education; emergency; science; waves;,Environment and Science,opendata@des.qld.gov.au,17/02/2020,Wave Data - 2018,2018 Wave Data from the Mackay Inner site (August 8 - December 31),CSV,418 KiB,,https://www.data.qld.gov.au/dataset/coastal-data-system-waves-mackay-inner/resource/cc225819-ddc1-41b7-9485-19eb8a9c9c65,https://www.data.qld.gov.au/dataset/23e7ad10-d47a-4f4a-9d2e-78b7f51c2906/resource/cc225819-ddc1-41b7-9485-19eb8a9c9c65/download/mackay-inner_2018-08-01t00_00-2018-12-31t23_30.csv,17/02/2020,17/02/2020,undefined,Dataset,COASTAL,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
418,Coastal Data System - Waves (Mackay),https://www.data.qld.gov.au/dataset/coastal-data-system-waves-mackay,"Measured/Calculated wave parameters.  Measured and derived wave data from data collected by oceanographic wave measuring buoys anchored at Mackay.  
Please note that as at the 01/05/2017 the data at this site has been upgraded, as the site now has a new buoy type which uses a higher measuring frequency of 2.5Hz.  
  
For more information please refer to [www.qld.gov.au/waves](https://www.qld.gov.au/waves/).  
  
Field names are;  
**Hs** - Significant wave height, an average of the highest third of the waves in a record (26.6 minute recording period).  
**Hmax** - The maximum wave height in the record.  
**Tz** - The zero upcrossing wave period.  
**Tp** - The peak energy wave period.  
**Dir_Tp TRUE** - Direction (related to true north) from which the peak period waves are coming from.  
**SST** - Approximation of sea surface temperature.",Sciences;,CDS; Mackay; The Science Sandpit; community; education; emergency; science; waves;,Environment and Science,opendata@des.qld.gov.au,3/06/2015,Wave data Mk4 - 2020,2020 Wave Data for the Mackay Outer site (1 January - February 29),CSV,165 KiB,,https://www.data.qld.gov.au/dataset/coastal-data-system-waves-mackay/resource/44984f86-f339-4d89-9e89-173f50f299f1,https://www.data.qld.gov.au/dataset/6d6efc65-7b81-41dc-b180-d83b4b11c26f/resource/44984f86-f339-4d89-9e89-173f50f299f1/download/mackay-mk4_2020-01-01t00_00-2020-02-29t23_30.csv,13/02/2020,3/06/2020,undefined,Dataset,COASTAL,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
389,Coastal Data System - Waves (Mooloolaba),https://www.data.qld.gov.au/dataset/coastal-data-system-waves-mooloolaba,"Measured/Calculated wave parameters.  Measured and derived wave data from data collected by oceanographic wave measuring buoys anchored at Mooloolaba.  This site is jointly operated by the Department of Environment and Science and the Department of Transport and Main Roads.  
For more information please refer to [www.qld.gov.au/waves](https://www.qld.gov.au/waves).  
  
Field names are;  
**Hs** - Significant wave height, an average of the highest third of the waves in a record (26.6 minute recording period).  
**Hmax** - The maximum wave height in the record.  
**Tz** - The zero upcrossing wave period.  
**Tp** - The peak energy wave period.  
**Dir_Tp TRUE** - Direction (related to true north) from which the peak period waves are coming from.  
**SST** - Approximation of sea surface temperature.",Sciences;,Mooloolaba; The Science Sandpit; community; education; emergency; science; waves;,Environment and Science,opendata@des.qld.gov.au,24/08/2015,Wave Data - 2020,2020 wave data from the Mooloolaba site (January 1 -  March 31),CSV,250.5 KiB,,https://www.data.qld.gov.au/dataset/coastal-data-system-waves-mooloolaba/resource/f58445e2-44cc-48e6-ad99-1ee56e1ee402,https://www.data.qld.gov.au/dataset/aafb52d6-7bb8-4601-966b-5153bd35d4f8/resource/f58445e2-44cc-48e6-ad99-1ee56e1ee402/download/mooloolaba_2020-01-01t00_00-2020-03-31t23_30.csv,2/06/2020,4/02/2020,undefined,Dataset,COASTAL,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
338,Coastal Data System - Waves (North Moreton Bay),https://www.data.qld.gov.au/dataset/coastal-data-system-waves-north-moreton,"Measured/Calculated wave parameters.  Measured and derived wave data from data collected by oceanographic wave measuring buoys anchored at North Moreton Bay.  This site is jointly operated by the Department of Environment and Science, and the [Port of Brisbane Corporation (PoBC)](https://www.portbris.com.au).  
For more information please refer to [www.qld.gov.au/waves](https://www.qld.gov.au/waves).  
  
Field names are;  
**Hs** - Significant wave height, an average of the highest third of the waves in a record (26.6 minute recording period).  
**Hmax** - The maximum wave height in the record.  
**Tz** - The zero upcrossing wave period.  
**Tp** - The peak energy wave period.  
**Dir_Tp TRUE** - Direction (related to true north) from which the peak period waves are coming from.  
**SST** - Approximation of sea surface temperature.",Sciences;,Bribie Island; North Moreton Bay; The Science Sandpit; community; education; emergency; science; waves;,Environment and Science,opendata@des.qld.gov.au,18/02/2016,Wave Data - 2020,2020 wave data from the North Moreton Bay site (January 1 -  March 31),CSV,248 KiB,,https://www.data.qld.gov.au/dataset/coastal-data-system-waves-north-moreton/resource/cbcd6887-b9f6-40cb-9fc4-8e313fbd4e53,https://www.data.qld.gov.au/dataset/9a5b699a-58df-4ad2-b65f-81229427c25d/resource/cbcd6887-b9f6-40cb-9fc4-8e313fbd4e53/download/north-moreton-bay_2020-01-01t00_00-2020-03-31t23_30.csv,2/06/2020,4/02/2020,undefined,Dataset,COASTAL,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
555,Coastal Data System - Waves (Townsville),https://www.data.qld.gov.au/dataset/coastal-data-system-waves-townsville,"Measured/Calculated wave parameters.  Measured and derived wave data from data collected by oceanographic wave measuring buoys anchored at Townsville.  
For more information please refer to [www.qld.gov.au/waves](https://www.qld.gov.au/waves/).  
  
Field names are;  
**Hs** - Significant wave height, an average of the highest third of the waves in a record (26.6 minute recording period).  
**Hmax** - The maximum wave height in the record.  
**Tz** - The zero upcrossing wave period.  
**Tp** - The peak energy wave period.  
**Dir_Tp TRUE** - Direction (related to true north) from which the peak period waves are coming from.  
**SST** - Approximation of sea surface temperature as measured by the buoy.",Environment; Sciences;,The Science Sandpit; Townsville; community; education; emergency; science; waves;,Environment and Science,opendata@des.qld.gov.au,28/06/2013,Wave data - 2020,2020 wave data from the Townsville site (January 1 -  March 31),CSV,247.5 KiB,,https://www.data.qld.gov.au/dataset/coastal-data-system-waves-townsville/resource/89813417-4a38-4e53-9599-52f012726041,https://www.data.qld.gov.au/dataset/b00164a7-094e-4cf9-b0d4-176a7f24e9d2/resource/89813417-4a38-4e53-9599-52f012726041/download/townsville_2020-01-01t00_00-2020-03-31t23_30.csv,2/06/2020,4/02/2020,undefined,Dataset,COASTAL,OFFICIAL,Kelly Bryant,Department of Environment and Science,completed
